,JobID,Designation,Industry,Location,Skills,DetailID,CompanyID
235,244796,Sales Lead,Computer Software / IT / Internet,Noida,"Business Development, Sales",229,118
236,247025,Payroll Executive,Computer Software / IT / Internet,Bangalore,Customer Service,322,159
237,243932,Customer Support Engineer,Computer Software / IT / Internet,Work From Home,"CRM, Customer Interaction, Customer Relationship, Customer Service, Desktop Troubleshooting",237,166
238,243930,Technical Writer - Content,Computer Software / IT / Internet,Work From Home,Content Writing,265,166
239,248950,Lead Software Engineer (Web),Computer Software / IT / Internet,Bangalore,"GraphQL, Node.js, React.js",347,218
240,243888,Lead Generation,Computer Software / IT / Internet,Coimbatore,"International Sales, Sales",358,13
241,241548,Sales Development Representative,Computer Software / IT / Internet,"Bangalore, Gurgaon, Mumbai","Business Development, International Sales, Sales",193,24
242,242964,Principal Product Manager,Computer Software / IT / Internet,Bangalore,Product Management,392,69
243,242605,Business Development Executive,Computer Software / IT / Internet,Pune,"Business Development, International Sales, Sales",193,111
244,242000,Lead Generation Executive,Computer Software / IT / Internet,Noida,"Business Development, International Sales, Sales",193,117
245,242356,Inside Sales Executive,Computer Software / IT / Internet,Chandigarh,Business Development,36,120
246,243211,Director of Sales - SSB,Computer Software / IT / Internet,Bangalore,"International Sales, Sales",358,250
247,241862,Business Development Manager,Computer Software / IT / Internet,Mumbai,"Business Development, Sales",229,281
248,241517,Senior Content Writer,Computer Software / IT / Internet,Ahmedabad,Content Writing,265,299
249,243500,Business Development Executive,Computer Software / IT / Internet,Chennai,"Business Development, Corporate Sales, International Sales, Sales",119,337
250,239611,Asst. Sales Manager,Computer Software / IT / Internet,"Mumbai, Navi Mumbai","Business Development, Corporate Sales, Direct Sales, Sales",94,9
251,241291,Technical Account Manager,Computer Software / IT / Internet,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,47
252,239220,Key Account Manager - Application Sales - BFSI,Computer Software / IT / Internet,Mumbai,"Business Development, Corporate Sales, Sales",136,55
253,238043,Outbound Sales Specialist,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,99
254,239020,Executive Business Development,Computer Software / IT / Internet,Chennai,"Business Development, Sales",229,121
255,240080,Business Development Manager,Computer Software / IT / Internet,Ahmedabad,"Business Development, International Sales, Sales",193,155
256,240920,Senior Business Development Executive,Computer Software / IT / Internet,Mumbai,"Business Development, International Sales",175,229
257,239596,Lead Generation Specialist,Computer Software / IT / Internet,Gurgaon,"Business Development, Sales",229,280
258,239654,Business Development Manager,Computer Software / IT / Internet,Bhopal,"Business Development, Direct Sales, International Sales",144,313
259,238593,Inside Sales Executive,Computer Software / IT / Internet,Noida,Sales,418,319
260,235584,Sales and Marketing Professionals,Computer Software / IT / Internet,Nagpur,"Business Development, Corporate Sales, Direct Sales, Sales",94,20
261,236118,Business Development Manager,Computer Software / IT / Internet,Noida,"Business Development, Corporate Sales, International Sales, Sales",119,44
262,237055,Business Development Executive,Computer Software / IT / Internet,Indore,"Business Development, Corporate Sales, International Sales, Sales, Telecalling",121,77
263,233133,Business Development Executive,Computer Software / IT / Internet,Ahmedabad,"Business Development, International Sales, Sales",193,154
264,233449,Business Development Manager,Computer Software / IT / Internet,Surat,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,163
265,235234,Key Account Manager,Computer Software / IT / Internet,Work From Home,"Business Development, International Sales, Sales",193,202
266,237457,Business Development Manager,Computer Software / IT / Internet,Noida,"Business Development, International Sales, Sales",193,209
267,236106,Business Development Manager,Computer Software / IT / Internet,Gurgaon,"Business Development, Corporate Sales, Direct Sales, Sales",94,211
268,234446,Product Manager,Computer Software / IT / Internet,Bangalore,Product Management,392,245
269,233809,Sr. Associate / AM - Global Supply Acquisition,Computer Software / IT / Internet,Noida,"Contract Drafting, KAM, Property Acquisition, Proposal Writing",273,311
270,230779,Inside Sales Specialist,Computer Software / IT / Internet,"Hyderabad, Pune","Customer Interaction, Customer Relationship, Customer Service",297,0
271,231162,Sales Development Representative,Computer Software / IT / Internet,"Bangalore, Work From Home","Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,15
272,232279,Sales Associate,Computer Software / IT / Internet,"Hyderabad, Pune","Business Development, Corporate Sales, Sales",136,83
273,229346,Business Development Executive,Computer Software / IT / Internet,Madurai,"Business Development, Sales, Telecalling",236,96
274,229386,Business Development Executive,Computer Software / IT / Internet,"Hyderabad, Work From Home","Business Development, International Sales, Lead Generation, Sales",176,349
275,231200,Presales Executive,Computer Software / IT / Internet,"Bangalore, Mumbai","Business Development, Corporate Sales, Direct Sales, Sales",94,145
276,232453,Senior Business Development Specialist,Computer Software / IT / Internet,Noida,"Business Development, International Sales, Sales",193,151
277,231271,Sales Executive (B2B),Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,305
278,232441,Business Development Representative,Computer Software / IT / Internet,Work From Home,"Business Development, Corporate Sales, International Sales, Sales",119,328
279,229745,Content Marketer (Tech),Computer Software / IT / Internet,Bangalore,"Content Marketing, Content Writing",248,341
280,226072,Enterprise SAAS Sales,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, International Sales, Sales",119,43
281,226959,DevOps Engineer 3,Computer Software / IT / Internet,Bangalore,"AWS, Kubernetes, Linux, Terraform",6,62
282,229342,IT Sales Manager,Computer Software / IT / Internet,Madurai,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,96
283,227715,Area Sales Manager,Computer Software / IT / Internet,"Ahmedabad, Gandhidham, Mumbai","Business Development, Direct Sales, Sales",163,109
284,225219,Inside Sales Executive,Computer Software / IT / Internet,Gurgaon,"Business Development, Sales",229,206
285,226831,Business Development Executive,Computer Software / IT / Internet,Noida,"Business Development, Direct Sales, International Sales, Sales",146,209
286,227643,IT Sales Consultant,Computer Software / IT / Internet,Pune,"Business Development, Corporate Sales, Sales",136,220
287,228865,Digital Marketing Manager,Computer Software / IT / Internet,Mumbai,"Digital Marketing, Google Analytics, Performance Marketing, Google Ads",326,285
288,227483,Staff Engineer,Computer Software / IT / Internet,Noida,"React.js, Architecture, HTML, JavaScript, Redux",401,290
289,225933,Inside Sales Executive,Computer Software / IT / Internet,"Lucknow, Work From Home","Business Development, Sales, Telecalling",236,298
290,224615,Business Development,Computer Software / IT / Internet,Gurgaon,"Business Development, Corporate Sales, Sales, Telecalling",140,39
291,214020,Sales & Business Development,Computer Software / IT / Internet,Mumbai,"Business Development, Sales, Sales Enablement",230,106
292,218579,Customer Success Representative,Computer Software / IT / Internet,"Bangalore, Mumbai","Customer Relationship, Key Account Management",316,107
293,204813,SDE III - Technical Lead,Computer Software / IT / Internet,Bangalore,Java,362,129
294,222412,Customer Success - Implementation Specialist,Computer Software / IT / Internet,"Bangalore, Gurgaon, Mumbai","Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,164
295,206538,Software Sales,Computer Software / IT / Internet,Gurgaon,"Business Development, International Sales, Sales",193,173
296,206513,Senior Software Engineer,Computer Software / IT / Internet,Bangalore,".NET, C#, Django, Golang, Hibernate, J2EE, Java, Python",0,199
297,205510,Bussiness Development Executive,Computer Software / IT / Internet,Indore,"Business Development, Sales",229,234
298,219087,Content Strategist,Computer Software / IT / Internet,Bangalore,"Content Marketing, Content Writing",248,242
299,215542,IT Product / Sales Manager,Computer Software / IT / Internet,Gurgaon,"Business Development, Corporate Sales, Direct Sales, Sales",94,304
300,194538,Customer Success Specialist,Computer Software / IT / Internet,Bangalore,"Customer Interaction, Customer Relationship, Key Account Management",312,71
301,194206,Customer Experience Associate,Computer Software / IT / Internet,Delhi,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,104
302,198835,Zonal Head - Sales,Computer Software / IT / Internet,"Jaipur, Kolkata, Surat","Business Development, Direct Sales, Sales",163,109
303,174155,Account Executive,Computer Software / IT / Internet,Gurgaon,"Business Development, Corporate Sales, International Sales, Sales",119,138
304,201480,Business Development Executive,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Sales, Sales Enablement, Telecalling",137,159
305,191709,Customer Support Associate,Computer Software / IT / Internet,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,191
306,194779,BDE,Computer Software / IT / Internet,Indore,"Business Development, Sales",229,193
307,181559,Senior Software Engineer,Computer Software / IT / Internet,Bangalore,"Distributed Systems, Java, Microservices",339,203
308,179908,Business Development Manager,Computer Software / IT / Internet,Indore,"Business Development, Sales",229,234
309,188840,Sales Manager,Computer Software / IT / Internet,Mumbai,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,274
310,59570,Business Development Executive,Computer Software / IT / Internet,Mohali,"Business Development, Sales",229,56
311,81535,Business Analyst,Computer Software / IT / Internet,Jaipur,"Business Development, Direct Sales",143,82
312,123019,Customer Success Specialist,Computer Software / IT / Internet,Gurgaon,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,138
313,83118,Content Writer,Computer Software / IT / Internet,"Chennai, Work From Home","Content Marketing, Content Writing",248,149
314,88514,Business Development Associate,Computer Software / IT / Internet,"Bangalore, Delhi, Work From Home","Business Development, Corporate Sales, Sales",136,223
315,164981,Product Content Writer,Computer Software / IT / Internet,Pune,"Content Marketing, Content Writing, English Content",256,228
316,116727,Business Development Executive,Computer Software / IT / Internet,"Ahmedabad, Bangalore, Hyderabad","Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Sales, Sales Operations",46,308
317,154018,B2B Sales Manager,Computer Software / IT / Internet,Work From Home,"Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Revenue Management, Sales",45,310
318,214383,Assistant Sales Manager,Construction / Civil Engineering,Bangalore,Direct Sales,327,123
319,214385,Assistant Sales Manager,Construction / Civil Engineering,Delhi,"Direct Sales, Sales, Business Development",335,123
320,255668,Marketing Manager,Construction / Civil Engineering,Delhi,"Marketing, Marketing Operations, Product Management, Product Marketing",369,123
321,256649,Sales Manager,Construction / Civil Engineering,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,137
322,250042,Corporate Sales Executive,Construction / Civil Engineering,Chandigarh,"Corporate Sales, Direct Sales, Sales",276,257
323,255062,Manager - Fixed Assets and Lease Accounting,Consumer Electronics,Bangalore,"Accounting, Auditing, Finance, Chartered Accountant, Financial Reporting",8,51
324,244358,Sales Officer,Consumer Goods / FMCG,Ghaziabad,"Business Development, Corporate Sales, Direct Sales, Sales",94,17
325,246654,Founder's Office Manager,Consumer Goods / FMCG,Delhi,Business Development,36,40
326,235458,Sales Manager,Consumer Goods / FMCG,Bangalore,"Customer Relationship, Marketing, Sales",317,132
327,265258,Regional Manager,Consumer Goods / FMCG,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales",94,143
328,243146,JC JHD Sales Lead,Consumer Goods / FMCG,Hyderabad,"Business Development, Direct Sales, Sales",163,246
329,255066,Territory Sales Manager,Consumer Goods / FMCG,"Bangalore, Chennai, Vadodara",Sales,418,249
330,221766,Copywriter,Consumer Goods / FMCG,Delhi,"Content Writing, English Content",271,268
331,264123,Content Writer,Consumer Goods / FMCG,Bangalore,Content Writing,265,275
332,227483,Staff Engineer,Consumer Goods / FMCG,Noida,"React.js, Architecture, HTML, JavaScript, Redux",401,290
333,219289,Business Development Executive,Consumer Goods / FMCG,"Greater Noida, Noida","Business Development, Sales",229,317
334,214384,Sales Manager,Consumer Goods / FMCG,Bangalore,"Customer Relationship, Sales, Telecalling",318,132
335,236683,Copywriter,Cosmetics / Beauty,Kolkata,"Content Marketing, Content Writing, English Content",256,157
336,221766,Copywriter,Cosmetics / Beauty,Delhi,"Content Writing, English Content",271,268
337,264123,Content Writer,Cosmetics / Beauty,Bangalore,Content Writing,265,275
338,222777,Executive Assistant,Cosmetics / Beauty,Bhopal,"Operations Management, Process Improvement, Vendor Management",383,288
339,264876,Technical Content Writer - Academic,Education / Training,Chandigarh,Content Writing,265,19
340,262134,Area Sales Manager,Education / Training,Noida,"Business Development, Corporate Sales, Sales",136,91
341,261709,Admission Officer,Education / Training,Patna,"Business Development, Corporate Sales, Direct Sales, Sales",94,93
342,261508,Customer Relationship Manager,Education / Training,Work From Home,"Customer Interaction, Customer Relationship, Customer Service",297,108
343,265670,Team Leader,Education / Training,"Gurgaon, Hyderabad, Mumbai","Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,130
344,265258,Regional Manager,Education / Training,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales",94,143
345,257108,Content Writer,Education / Training,Delhi,"Content Marketing, Content Writing, English Content",256,294
346,265256,Senior Manager / Manager - Placements,Education / Training,Delhi,"Business Development, Corporate Sales",42,295
347,264825,Inside Sales Representative,Education / Training,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,332
348,261382,Marketing Specialist,Education / Training,Bangalore,"Content Marketing, Content Writing, English Content",256,334
349,251351,Sales Executive,Education / Training,"Mumbai, Work From Home","Business Development, Sales",229,59
350,252103,Content Marketer,Education / Training,"Bangalore, Mumbai, Pune",Content Writing,265,89
351,254332,Academic Counsellor,Education / Training,Mumbai,"Business Development, International Sales, Sales, Telecalling",196,162
352,252499,Sales Executive,Education / Training,"Ghaziabad, Work From Home","Business Development, Direct Sales, Sales",163,170
353,256364,Admissions Counsellor,Education / Training,Work From Home,"Career Counselling, Direct Sales, Sales, Telecalling",240,184
354,255554,Salesforce Developer,Education / Training,Hyderabad,Salesforce,423,201
355,253839,Progress Partner - Business Coach,Education / Training,Bangalore,"Logistics Management, Operations Management, Process Improvement, Production Management, Supply Chain Management",365,235
356,249219,Telecaller,Education / Training,Gurgaon,"Customer Interaction, Customer Relationship, Customer Service",297,236
357,256898,Sales Executive / Sr. Executive Tourism,Education / Training,Delhi,"Business Development, Direct Sales, Sales",163,273
358,257100,Marketing Manager,Education / Training,Hyderabad,Business Development,36,277
359,239611,Asst. Sales Manager,Education / Training,"Mumbai, Navi Mumbai","Business Development, Corporate Sales, Direct Sales, Sales",94,9
360,239931,Education Admission Counselor,Education / Training,Noida,"Business Development, Corporate Sales, Sales",136,84
361,238528,Business Development Executive,Education / Training,Hyderabad,"Business Development, Direct Sales, Sales, Telecalling",171,87
362,247125,Inside Sales,Education / Training,Kolkata,"Direct Sales, Sales, Telecalling",337,92
363,246693,Academic Counselor,Education / Training,Noida,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,144
364,241869,Business Development Executive,Education / Training,Pune,"Business Development, Career Counselling, Education Counselling, Sales, Telecalling",39,188
365,245912,Educational Counselor,Education / Training,Hyderabad,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,201
366,240688,Admission Councellor,Education / Training,Delhi,Sales,418,217
367,248950,Lead Software Engineer (Web),Education / Training,Bangalore,"GraphQL, Node.js, React.js",347,218
368,242640,Enterprises Sales Officer,Education / Training,Hyderabad,"Business Development, Direct Sales, Sales",163,246
369,238043,Outbound Sales Specialist,Education / Training,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,99
370,233168,Field Sales Executive,Education / Training,Gulbarga,"Business Development, Direct Sales, Sales",163,347
371,234080,Content Writer,Education / Training,Gurgaon,"Content Marketing, Content Writing, English Content",256,350
372,234072,Content Writer - Social Impact,Education / Training,Gurgaon,"Content Marketing, Content Writing, English Content",256,350
373,234076,Senior Manager - Growth,Education / Training,Gurgaon,"Business Development, Sales",229,350
374,234074,Social Impact and Outreach Manager,Education / Training,Gurgaon,"Business Development, Sales",229,350
375,230638,Business Development Executive,Education / Training,Pune,"Business Development, Corporate Sales, Sales",136,196
376,228724,Business Development Officer,Education / Training,"Ambala, Chandigarh, Panipat","Business Development, Corporate Sales, Direct Sales, Sales",94,196
377,235234,Key Account Manager,Education / Training,Work From Home,"Business Development, International Sales, Sales",193,202
378,233809,Sr. Associate / AM - Global Supply Acquisition,Education / Training,Noida,"Contract Drafting, KAM, Property Acquisition, Proposal Writing",273,311
379,183532,Business Development Associate,Education / Training,Gurgaon,"International Sales, Business Development, Direct Sales, Sales, Telecalling",352,14
380,220759,Training Consultant,Education / Training,Delhi,"Direct Sales, Telecalling",338,45
381,185953,B2B Field Marketing Executive,Education / Training,"Chennai, Hyderabad, Noida","Business Development, Corporate Sales, Direct Sales",44,58
382,227359,Business Development Manager,Education / Training,Work From Home,"Business Development, Corporate Sales, International Sales, Sales",119,114
383,159959,Business Development Manager,Education / Training,"Bangalore, Hyderabad, Navi Mumbai",Business Development,36,150
384,156033,Program Advisor,Education / Training,Bangalore,"Business Development, Sales",229,181
385,203825,Inside Sales - Lead Development Representative,Education / Training,Work From Home,"Business Development, Corporate Sales, International Sales, Sales",119,202
386,210599,Business Development Associate,Education / Training,Bangalore,"Business Development, International Sales, Sales",193,259
387,216657,International Sales Executive,Education / Training,Noida,"Business Development, International Sales, Sales, Telecalling",196,256
388,177668,Business Development Executive,Education / Training,Mumbai,"Business Development, Corporate Sales, International Sales, Sales, Telecalling",121,339
389,96021,Admission Counselor,Education / Training,Mumbai,"Business Development, Sales, Telecalling",236,86
390,154018,B2B Sales Manager,Education / Training,Work From Home,"Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Revenue Management, Sales",45,310
391,214385,Assistant Sales Manager,Electricals,Delhi,"Direct Sales, Sales, Business Development",335,123
392,245954,Sales Engineer,Electricals,"Bangalore, Delhi",Sales,418,251
393,264842,Sales Manager,Events Services,Bangalore,"Business Development, Sales",229,74
394,265992,B2B Corporate Sales - Gifting Segment,Events Services,Gurgaon,"Business Development, Corporate Sales, Direct Sales, Sales",94,76
395,237167,Client Relationship Manager,Events Services,Jaipur,"Logistics Management, Operations Management, Production Management, Vendor Management",367,158
396,237165,Event Operation Manager,Events Services,Jaipur,"Logistics Management, Operations Management, Procurement, Production Management, Quality Control, Vendor Management",366,158
397,237168,Hotel Sales Executive,Events Services,Jaipur,Business Development,36,158
398,243360,Associate Manager - Operations,Facilities Services,Mangalore,"Operations Management, Process Improvement, Procurement, Quality Control, Vendor Management",382,345
399,261762,Regional Sales Manager,Food / Beverages,Work From Home,"Business Development, Corporate Sales, Direct Sales, Sales",94,78
400,232279,Sales Associate,Food / Beverages,"Hyderabad, Pune","Business Development, Corporate Sales, Sales",136,83
401,236683,Copywriter,Food / Beverages,Kolkata,"Content Marketing, Content Writing, English Content",256,157
402,196060,Field Sales Executive,Food / Beverages,"Chennai, Delhi, Mumbai","Business Development, Direct Sales, Sales",163,185
403,255066,Territory Sales Manager,Food / Beverages,"Bangalore, Chennai, Vadodara",Sales,418,249
404,222777,Executive Assistant,Food / Beverages,Bhopal,"Operations Management, Process Improvement, Vendor Management",383,288
405,220759,Training Consultant,Freight / Logistics / Transportation,Delhi,"Direct Sales, Telecalling",338,45
406,227715,Area Sales Manager,Freight / Logistics / Transportation,"Ahmedabad, Gandhidham, Mumbai","Business Development, Direct Sales, Sales",163,109
407,198835,Zonal Head - Sales,Freight / Logistics / Transportation,"Jaipur, Kolkata, Surat","Business Development, Direct Sales, Sales",163,109
408,264916,SDE 2 (Fullstack),Freight / Logistics / Transportation,Bangalore,"JavaScript, Node.js, React.js, Docker, MongoDB",364,133
409,246630,Freight Broker,Freight / Logistics / Transportation,Mohali,Customer Service,322,171
410,254370,Sr. Collections Executive,Freight / Logistics / Transportation,Hyderabad,"Customer Interaction, Customer Relationship",280,239
411,251077,Traffic Incharge,Freight / Logistics / Transportation,"Gurgaon, Jamshedpur, Mumbai","Customer Service, Key Account Management",324,252
412,265255,Business Development,Freight / Logistics / Transportation,Gurgaon,"Business Development, International Sales, Sales",193,262
413,234607,Retail Sales Executive,Furniture,Chennai,"Direct Sales, Sales",334,95
414,229099,B2B - Sales Associate,Furniture,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales",94,323
415,256219,Sales Associate - B2B,Furniture,Gurgaon,"Business Development, Direct Sales, Sales",163,323
416,255066,Territory Sales Manager,Glass / Ceramics,"Bangalore, Chennai, Vadodara",Sales,418,249
417,245076,Assistant Sales Manager,Glass / Ceramics,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales",94,316
418,265072,Category Manager,Healthcare / Hospitals,Hyderabad,"Business Development, Category Management",40,21
419,241806,Pharmacist Assistants,Healthcare / Hospitals,Hyderabad,Pharmacy Operations,386,22
420,255315,Health Coach Specialist,Healthcare / Hospitals,Bangalore,"Customer Interaction, Customer Relationship, Customer Service",297,49
421,258362,Sales Manager,Healthcare / Hospitals,Trivandrum,"Business Development, Direct Sales, Sales",163,128
422,265670,Team Leader,Healthcare / Hospitals,"Gurgaon, Hyderabad, Mumbai","Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,130
423,258475,Medical Sales Representative - Diabetes Category,Healthcare / Hospitals,Bangalore,"Business Development, Direct Sales, Sales",163,169
424,255050,Customer Success Specialist - SaaS,Healthcare / Hospitals,Bangalore,"CRM, Customer Interaction, Customer Relationship, Customer Service, Key Account Management",238,248
425,249137,Marketing Head,Healthcare / Hospitals,Hyderabad,"Direct Sales, Sales",334,263
426,260666,Medical Sales Representative,Healthcare / Hospitals,Ranchi,Sales,418,270
427,246632,Content Writer,Healthcare / Hospitals,Ahmedabad,"Content Marketing, Content Writing, English Content",256,327
428,231941,Business Development Associate,Healthcare / Hospitals,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,81
429,236699,Document Review & Validator Analyst,Healthcare / Hospitals,"Hyderabad, Work From Home","Customer Service, Key Account Management",324,110
430,229652,Platform Lead Engineer,Healthcare / Hospitals,Bangalore,Java,362,126
431,196060,Field Sales Executive,Healthcare / Hospitals,"Chennai, Delhi, Mumbai","Business Development, Direct Sales, Sales",163,185
432,181559,Senior Software Engineer,Healthcare / Hospitals,Bangalore,"Distributed Systems, Java, Microservices",339,203
433,88514,Business Development Associate,Healthcare / Hospitals,"Bangalore, Delhi, Work From Home","Business Development, Corporate Sales, Sales",136,223
434,211281,Senior Product Manager,Healthcare / Hospitals,Bangalore,"Consumer Software, Product Management",241,261
435,237008,Zonal Sales Manager,Healthcare / Hospitals,"Chandigarh, Ludhiana","Brand Management, Business Development, Category Management, Vendor Management",23,265
436,228357,Nurse Co - Ordinator,Healthcare / Hospitals,"Bangalore, Mysuru",Operations Management,379,302
437,264842,Sales Manager,Hospitality / Travel,Bangalore,"Business Development, Sales",229,74
438,265992,B2B Corporate Sales - Gifting Segment,Hospitality / Travel,Gurgaon,"Business Development, Corporate Sales, Direct Sales, Sales",94,76
439,261762,Regional Sales Manager,Hospitality / Travel,Work From Home,"Business Development, Corporate Sales, Direct Sales, Sales",94,78
440,266937,Content Writer,Hospitality / Travel,Bangalore,"Content Marketing, Content Writing, English Content",256,94
441,257955,Senior Business Development Manager (Drive),Hospitality / Travel,"Mumbai, Ooty, Wayanad","Business Development, Corporate Sales, Key Account Management, Microsoft Excel, Microsoft PowerPoint, Sales",122,175
442,256007,Store Manager,Hospitality / Travel,"Ahmedabad, Mumbai, Pune","Inventory Management, Material Management, Operations Management, Quality Control",359,249
443,256898,Sales Executive / Sr. Executive Tourism,Hospitality / Travel,Delhi,"Business Development, Direct Sales, Sales",163,273
444,258649,Sales Consultant,Hospitality / Travel,Delhi,"Direct Sales, International Sales, Sales",329,300
445,256219,Sales Associate - B2B,Hospitality / Travel,Gurgaon,"Business Development, Direct Sales, Sales",163,323
446,258631,Sales Executive - Travel,Hospitality / Travel,Noida,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,322
447,240681,Sales Manager,Hospitality / Travel,"Bangalore, Delhi","Business Development, Corporate Sales, Sales",136,16
448,248053,Business Development - Corporate Sales,Hospitality / Travel,Bangalore,"Business Development, Corporate Sales, Sales",136,34
449,244424,Revenue Management Executive,Hospitality / Travel,Mumbai,"Corporate Sales, Direct Sales, Sales",276,134
450,255833,Key Accounts Manager,Hospitality / Travel,Bangalore,"Hotel Operations, Key Account Management, Business Development, Direct Sales",350,183
451,234811,Front Office Assistant,Hospitality / Travel,Bangalore,Operations Management,379,205
452,233809,Sr. Associate / AM - Global Supply Acquisition,Hospitality / Travel,Noida,"Contract Drafting, KAM, Property Acquisition, Proposal Writing",273,311
453,255475,Sales Excusive - FIT,Hospitality / Travel,Chandigarh,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,322
454,255477,Sales Executive - MICE,Hospitality / Travel,Kolkata,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,322
455,254798,Sales Executive - MICE,Hospitality / Travel,Noida,"Business Development, Corporate Sales, Direct Sales, Sales",94,322
456,243360,Associate Manager - Operations,Hospitality / Travel,Mangalore,"Operations Management, Process Improvement, Procurement, Quality Control, Vendor Management",382,345
457,224747,Travel Sales Consultant,Hospitality / Travel,Delhi,"Business Development, Corporate Sales, International Sales, Sales",119,73
458,203467,Travel Consultant,Hospitality / Travel,South Africa,Operations Management,379,258
459,123222,Mall Floor Manager,Hospitality / Travel,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,296
460,249467,Executive Assistant,Human Resources / Staffing / Recruiting,Noida,"General Management, Corporate Strategy, Strategic Planning",344,25
461,263190,Corporate Sales Manager,Human Resources / Staffing / Recruiting,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,94
462,190639,Tech / Non - Tech Recruiter,Human Resources / Staffing / Recruiting,Bangalore,"Recruitment, US Recruitment",403,131
463,231200,Presales Executive,Human Resources / Staffing / Recruiting,"Bangalore, Mumbai","Business Development, Corporate Sales, Direct Sales, Sales",94,145
464,234811,Front Office Assistant,Human Resources / Staffing / Recruiting,Bangalore,Operations Management,379,205
465,236106,Business Development Manager,Human Resources / Staffing / Recruiting,Gurgaon,"Business Development, Corporate Sales, Direct Sales, Sales",94,211
466,211281,Senior Product Manager,Human Resources / Staffing / Recruiting,Bangalore,"Consumer Software, Product Management",241,261
467,196961,Business / Sales Head,Human Resources / Staffing / Recruiting,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,355
468,266287,Business Development,Human Resources / Staffing / Recruiting,Work From Home,"Business Development, Direct Sales, Sales, Telecalling",171,330
469,263914,Senior Accountant,Import / Export / Trading,Mumbai,"Accounting, Auditing, Finance, Taxation, Budgeting, External Audit, Financial Analysis, GST, Income Tax, Internal Audit, MIS, Sales Tax, Tally, TDS",11,60
470,239611,Asst. Sales Manager,Industrial Products / Machinery,"Mumbai, Navi Mumbai","Business Development, Corporate Sales, Direct Sales, Sales",94,9
471,236699,Document Review & Validator Analyst,Legal,"Hyderabad, Work From Home","Customer Service, Key Account Management",324,110
472,264512,Client Relationship Manager - Saas Product,Legal,Noida,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,178
473,209910,Debt Recovery Officer,Legal,"Chandigarh, Delhi, Mumbai",Operations Management,379,247
474,199336,Business Development Manager,Legal,"Chandigarh, Mohali","Business Development, Corporate Sales, International Sales, Sales",119,293
475,249467,Executive Assistant,Luxury Goods / Jewellery,Noida,"General Management, Corporate Strategy, Strategic Planning",344,25
476,230509,Sales Executive - Retail Sales,Luxury Goods / Jewellery,"Bangalore, Chennai, Hyderabad","Direct Sales, Sales",334,48
477,248940,Associate Sales Manager,Management Consulting,Mumbai,"Business Development, Corporate Sales, Sales",136,2
478,231007,Wealth Management Executive,Management Consulting,Noida,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,3
479,255062,Manager - Fixed Assets and Lease Accounting,Management Consulting,Bangalore,"Accounting, Auditing, Finance, Chartered Accountant, Financial Reporting",8,51
480,256825,Risk & Controls - Specialist SOD,Management Consulting,Bangalore,"GRC, ITGC, SAP S4 HANA, SAP Security, SOD",342,51
